application_1508545462036_0098	1
application_1508545462036_0098	6
application_1508545462036_0099	1
application_1508545462036_0099	5
application_1508545462036_0099	6
application_1508545462036_0100	1
application_1508545462036_0100	6
application_1508545462036_0101	1
application_1508545462036_0101	6
application_1508545462036_0102	1
application_1508545462036_0102	6
application_1508545462036_0103	1
application_1508545462036_0103	6
application_1508545462036_0104	1
application_1508545462036_0104	6
application_1508545462036_0105	1
application_1508545462036_0105	6
application_1508545462036_0107	1
application_1508545462036_0107	6
application_1508545462036_0109	1
application_1508545462036_0110	1
application_1508545462036_0110	6
application_1508545462036_0111	1
application_1508545462036_0111	6
application_1508545462036_0112	1
application_1508545462036_0112	6
application_1508545462036_0113	1
application_1508545462036_0113	6
application_1508545462036_0115	1
application_1508545462036_0115	5
application_1508545462036_0115	6
application_1508545462036_0116	1
application_1508545462036_0116	6
application_1508545462036_0117	1
application_1508545462036_0117	6
application_1508545462036_0203	1
application_1508545462036_0204	1
application_1508545462036_0205	6
application_1508545462036_0213	21
application_1508545462036_0214	21
application_1508545462036_0215	21
application_1508545462036_0216	21
application_1508545462036_0217	21
application_1508545462036_0218	21
application_1508545462036_0228	21
application_1508545462036_0291	6
application_1508545462036_0292	11
application_1508545462036_0295	6
application_1508545462036_0296	6
application_1508545462036_0297	6
application_1508545462036_0300	1
application_1508545462036_0301	1
application_1508545462036_0303	1
application_1508545462036_0304	1
application_1508545462036_0305	1
application_1508545462036_0306	1
application_1508545462036_0383	1
application_1508545462036_0383	6
application_1508545462036_0384	1
application_1508545462036_0384	6
application_1508545462036_0385	1
application_1508545462036_0385	6
application_1508545462036_0386	1
application_1508545462036_0386	6
application_1508545462036_0387	1
application_1508545462036_0387	6
application_1508545462036_0388	1
application_1508545462036_0388	6
application_1508545462036_0389	1
application_1508545462036_0389	6
application_1508545462036_0390	1
application_1508545462036_0390	6
application_1508545462036_0391	1
application_1508545462036_0391	6
application_1508545462036_0392	1
application_1508545462036_0392	6
application_1508545462036_0393	1
application_1508545462036_0393	6
application_1508545462036_0394	1
application_1508545462036_0394	6
application_1508545462036_0395	1
application_1508545462036_0395	6
application_1508545462036_0396	1
application_1508545462036_0396	6
application_1508545462036_0397	1
application_1508545462036_0397	6
application_1508545462036_0398	1
application_1508545462036_0398	6
application_1508545462036_0399	6
application_1508545462036_0400	1
application_1508545462036_0400	6
application_1508545462036_0401	1
application_1508545462036_0401	6
application_1508545462036_0402	1
application_1508545462036_0402	6
application_1508545462036_0403	1
application_1508545462036_0403	6
application_1508545462036_0404	1
application_1508545462036_0404	6
application_1508545462036_0405	1
application_1508545462036_0405	6
application_1508545462036_0406	1
application_1508545462036_0406	6
application_1508545462036_0407	1
application_1508545462036_0407	6
application_1508545462036_0408	1
application_1508545462036_0408	6
application_1508545462036_0409	1
application_1508545462036_0409	6
application_1508545462036_0410	1
application_1508545462036_0410	6
application_1508545462036_0413	1
application_1508545462036_0413	6
application_1508545462036_0414	1
application_1517445963025_0010	1
application_1517445963025_0014	1
application_1517445963025_0014	6
application_1517445963025_0021	6
